label,fname,manually_verified,freesound_id,license
Laughter,30819e5e.wav,0,204497,Attribution
Knock,30cdd2b5.wav,0,353036,Attribution
Knock,31d1119d.wav,1,182032,Attribution
Finger_snapping,32737a24.wav,1,265290,Attribution
Knock,32880ae6.wav,0,347609,Creative Commons 0
Laughter,32ce1b18.wav,0,19164,Attribution
Knock,330ba9ae.wav,0,370920,Attribution
Cough,331b3a0f.wav,1,181171,Creative Commons 0
Laughter,335ef9e4.wav,1,92397,Attribution
Knock,3457a86f.wav,0,217389,Creative Commons 0
Knock,3464ede4.wav,0,193828,Creative Commons 0
Computer_keyboard,349ff282.wav,1,352413,Creative Commons 0
Knock,352875e7.wav,0,144950,Creative Commons 0
Computer_keyboard,354cabb9.wav,1,233476,Attribution
Keys_jangling,358139e5.wav,0,208768,Creative Commons 0
Knock,35844050.wav,0,104001,Creative Commons 0
Laughter,3650faee.wav,1,60807,Attribution
Keys_jangling,369293a9.wav,1,261466,Creative Commons 0
Finger_snapping,36af0778.wav,1,176153,Attribution
Knock,36b2afa9.wav,1,218985,Attribution
Laughter,36ccf0c8.wav,1,266359,Creative Commons 0
Cough,3798cb82.wav,0,240374,Creative Commons 0
Laughter,37c85fee.wav,0,30040,Attribution
Laughter,3814ab19.wav,0,98382,Attribution
Knock,381c8f4f.wav,0,71135,Attribution
Keys_jangling,38311105.wav,0,354021,Creative Commons 0
Laughter,38460d69.wav,0,124028,Attribution
Cough,384e198d.wav,1,343910,Creative Commons 0
Laughter,38e1a81c.wav,1,184616,Creative Commons 0
Knock,38f5a8df.wav,0,113128,Creative Commons 0
Keys_jangling,39788c4e.wav,0,347908,Attribution
Laughter,3994f7ef.wav,0,159137,Creative Commons 0
Knock,39d69471.wav,0,170902,Attribution
Cough,39eee2a5.wav,0,132601,Attribution
Keys_jangling,3a0e1a71.wav,0,73093,Attribution
Keys_jangling,3a40f0c7.wav,1,9187,Attribution
Finger_snapping,3a81bb6d.wav,1,361754,Creative Commons 0
Computer_keyboard,3a89d0e3.wav,0,334990,Creative Commons 0
Laughter,3a9f7224.wav,0,343984,Creative Commons 0
Finger_snapping,3abd9b8d.wav,1,177495,Attribution
Keys_jangling,3aeb3ecc.wav,1,51438,Creative Commons 0
Computer_keyboard,3b72ed77.wav,0,353609,Creative Commons 0
Computer_keyboard,3b79f91e.wav,1,332178,Attribution
Cough,3b802d90.wav,0,43481,Attribution
Laughter,3bb61de8.wav,0,243022,Creative Commons 0
Computer_keyboard,3bc50b52.wav,0,252715,Attribution
Laughter,3c239857.wav,0,109759,Attribution
Laughter,3c32e5d3.wav,0,134720,Creative Commons 0
Keys_jangling,3c731886.wav,0,95005,Creative Commons 0
Finger_snapping,3cd67000.wav,1,346813,Attribution
Laughter,3d3159e3.wav,1,166133,Creative Commons 0
Laughter,3d3b9761.wav,0,132738,Attribution
Knock,3d51eb7a.wav,1,193848,Creative Commons 0
Knock,3d678687.wav,0,184691,Attribution
Cough,3d795d2a.wav,0,360460,Creative Commons 0
Computer_keyboard,3dc1faa7.wav,1,155574,Creative Commons 0
Knock,3de081b1.wav,0,113137,Creative Commons 0
Cough,3dee39ff.wav,0,210010,Creative Commons 0
Laughter,3e5a6eea.wav,0,9547,Attribution
Cough,3e782d24.wav,0,19803,Attribution
Laughter,3e7bb5fe.wav,1,167577,Creative Commons 0
Knock,3ead1c2e.wav,1,152593,Attribution
Cough,3ee056f2.wav,0,154766,Creative Commons 0
Laughter,3eed2e68.wav,1,232467,Creative Commons 0
Finger_snapping,3f395899.wav,0,235277,Creative Commons 0
Cough,3f52541c.wav,0,171396,Attribution
Laughter,3f6dbc86.wav,0,240324,Creative Commons 0
Knock,3f78b9c5.wav,1,193859,Creative Commons 0
Knock,3fbc44fd.wav,1,164569,Creative Commons 0
Cough,3fbc907f.wav,0,191337,Attribution
Laughter,40a93104.wav,0,168682,Attribution
Finger_snapping,4109784c.wav,0,369549,Creative Commons 0
Finger_snapping,4161f2a2.wav,1,346808,Attribution
Laughter,41933d4e.wav,1,83974,Creative Commons 0
Keys_jangling,420ecbc6.wav,0,199731,Attribution
Cough,42331d5b.wav,0,45577,Attribution
Cough,4249de71.wav,0,148206,Creative Commons 0
Finger_snapping,426c2736.wav,0,262926,Creative Commons 0
Knock,42a718ea.wav,0,182043,Attribution
Knock,42b0e12c.wav,1,349292,Creative Commons 0
Laughter,42cea3c1.wav,0,60800,Attribution
Knock,42ef28b8.wav,0,53272,Attribution
Cough,430902a2.wav,0,19114,Attribution
Laughter,43671f8b.wav,0,9559,Attribution
Computer_keyboard,438b6454.wav,1,379068,Creative Commons 0
Computer_keyboard,43e872b1.wav,1,323432,Creative Commons 0
Cough,441a4e7d.wav,0,155591,Attribution
Computer_keyboard,44efa03d.wav,1,195223,Creative Commons 0
Laughter,4526e386.wav,0,170786,Creative Commons 0
Computer_keyboard,45539540.wav,0,379418,Creative Commons 0
Knock,45b9bc91.wav,1,193856,Creative Commons 0
Laughter,45d71502.wav,1,259611,Attribution
Cough,45ea531e.wav,0,240276,Attribution
Cough,45f3e225.wav,1,87412,Creative Commons 0
Keys_jangling,470e36b8.wav,0,80999,Creative Commons 0
Cough,4790f36f.wav,0,148209,Creative Commons 0
Knock,47961d9f.wav,0,193836,Creative Commons 0
Knock,48288f8c.wav,0,120330,Attribution
Keys_jangling,4850a398.wav,1,17874,Attribution
Cough,4865ba98.wav,0,218411,Creative Commons 0
Knock,4868ac7c.wav,1,349298,Creative Commons 0
Knock,486f34a4.wav,0,191596,Creative Commons 0
Keys_jangling,488068c4.wav,0,34979,Creative Commons 0
Knock,49259032.wav,0,243786,Creative Commons 0
Keys_jangling,49a0c96f.wav,0,119728,Attribution
Knock,49e451e6.wav,0,190025,Attribution
Keys_jangling,49e5071e.wav,0,25309,Creative Commons 0
Finger_snapping,4a2165a7.wav,1,346805,Attribution
Laughter,4a70bad0.wav,0,252218,Creative Commons 0
Finger_snapping,4a789458.wav,0,177500,Attribution
Laughter,4a7ed000.wav,1,381275,Creative Commons 0
Knock,4a891aae.wav,0,193831,Creative Commons 0
Cough,4ab8ab15.wav,0,258256,Creative Commons 0
Laughter,4ada7042.wav,0,60799,Attribution
Cough,4adfa318.wav,1,253775,Creative Commons 0
Knock,4b8cb71c.wav,0,210535,Creative Commons 0
Finger_snapping,4bc0a640.wav,1,116796,Creative Commons 0
Laughter,4c1d875e.wav,0,60785,Attribution
Computer_keyboard,4c24339c.wav,1,346589,Creative Commons 0
Laughter,4c5c9793.wav,0,123985,Attribution
Cough,4c5e41ef.wav,0,146873,Creative Commons 0
Knock,4c9ecc5c.wav,1,174640,Creative Commons 0
Laughter,4ca2a9b4.wav,1,15288,Attribution
Finger_snapping,4ce399c2.wav,1,346812,Attribution
Keys_jangling,4cf5f73c.wav,0,241812,Creative Commons 0
Knock,4d08546b.wav,0,164566,Creative Commons 0
Knock,4d740ed8.wav,0,351144,Creative Commons 0
Knock,4df58619.wav,0,130138,Creative Commons 0
Finger_snapping,4df7f919.wav,0,346795,Attribution
Cough,4e8a6556.wav,1,151212,Creative Commons 0
Laughter,4e8c24e1.wav,1,365632,Creative Commons 0
Knock,4e91242e.wav,1,113138,Creative Commons 0
Finger_snapping,4eb1742d.wav,1,369598,Attribution
Computer_keyboard,4ed35e10.wav,1,154692,Creative Commons 0
Computer_keyboard,4f077f1b.wav,1,221398,Creative Commons 0
Finger_snapping,4f4999f9.wav,0,80742,Attribution
Laughter,4f4d865f.wav,0,42842,Attribution
Cough,4f600ce5.wav,0,211524,Attribution
Laughter,4f716ff6.wav,0,223525,Attribution
Keys_jangling,4fd997f5.wav,1,23532,Attribution
Knock,50114f75.wav,0,193833,Creative Commons 0
Laughter,503f2dfd.wav,0,260774,Creative Commons 0
Cough,504dd043.wav,0,208761,Creative Commons 0
Laughter,506d0b19.wav,1,274153,Creative Commons 0
Cough,50853a02.wav,0,87961,Creative Commons 0
Finger_snapping,50bd36cb.wav,1,346806,Attribution
Cough,50d9edd6.wav,0,87796,Creative Commons 0
Computer_keyboard,5166ee5a.wav,1,181264,Creative Commons 0
Cough,51994034.wav,0,87512,Attribution
Knock,51edf8ee.wav,0,193864,Creative Commons 0
Knock,51fc52e6.wav,0,211503,Attribution
Computer_keyboard,529ca3b3.wav,1,52051,Creative Commons 0
Laughter,52e5b888.wav,0,98385,Attribution
Cough,5323a054.wav,0,155650,Creative Commons 0
Cough,5361e01a.wav,0,19113,Attribution
Keys_jangling,53b13ce5.wav,0,43707,Attribution
Knock,53bce2b7.wav,1,171973,Attribution
Cough,540226e3.wav,1,351161,Creative Commons 0
Knock,542855bb.wav,0,53269,Attribution
Laughter,543e2e44.wav,1,241492,Creative Commons 0
Computer_keyboard,544b7abd.wav,0,379076,Creative Commons 0
Computer_keyboard,548f4a64.wav,0,215745,Creative Commons 0
Computer_keyboard,54c69259.wav,1,233057,Creative Commons 0
Keys_jangling,5503e01b.wav,1,156183,Creative Commons 0
Knock,55783841.wav,0,26188,Attribution
Knock,5638382e.wav,0,209223,Creative Commons 0
Cough,567ac6d1.wav,0,343912,Creative Commons 0
Laughter,5683f1b4.wav,0,72836,Attribution
Laughter,56aacb80.wav,0,294425,Attribution
Cough,56db9231.wav,0,254467,Attribution
Computer_keyboard,56ebef58.wav,1,233020,Attribution
Knock,56f6f5a1.wav,1,193873,Creative Commons 0
Laughter,5709ee5e.wav,0,361400,Creative Commons 0
Knock,571f47da.wav,0,193862,Creative Commons 0
Finger_snapping,575c17a1.wav,1,155799,Creative Commons 0
Knock,5786e5ed.wav,0,370899,Attribution
Knock,581afa20.wav,1,218980,Attribution
Laughter,585462e1.wav,0,236982,Attribution
Computer_keyboard,586cbe20.wav,1,26479,Creative Commons 0
Cough,589b7cbe.wav,0,180042,Attribution
Laughter,58ce33ad.wav,1,351170,Creative Commons 0
Cough,58cec63d.wav,0,87797,Creative Commons 0
Cough,59107829.wav,0,109640,Attribution
Cough,591a127b.wav,1,155904,Creative Commons 0
Cough,59317e02.wav,0,189786,Creative Commons 0
Knock,595a7854.wav,1,34260,Attribution
Laughter,595c7b54.wav,0,9560,Attribution
Keys_jangling,5967f16c.wav,1,51446,Creative Commons 0
Knock,59986c41.wav,0,277488,Attribution
Cough,5a1456d5.wav,0,251489,Attribution
Laughter,5a2ecd2d.wav,0,170331,Attribution
Cough,5a7c8da8.wav,0,55616,Attribution
Cough,5abc2cd1.wav,0,63752,Attribution
Keys_jangling,5c34af23.wav,1,331719,Creative Commons 0
Cough,5cc2be86.wav,0,381371,Creative Commons 0
Cough,5cd6e4e1.wav,1,326096,Creative Commons 0
Computer_keyboard,5cddb6d3.wav,0,344220,Creative Commons 0
Knock,5cde1aa6.wav,0,349309,Creative Commons 0
Knock,5cec2378.wav,0,347585,Creative Commons 0
Cough,5cf8c92f.wav,1,149042,Attribution
Keys_jangling,5d3ae8e3.wav,0,250378,Attribution
Knock,5d53fe7b.wav,0,193841,Creative Commons 0
Keys_jangling,5d72f4ed.wav,1,267711,Creative Commons 0
Finger_snapping,5ed0b693.wav,1,364721,Creative Commons 0
Finger_snapping,5f011d45.wav,1,52224,Attribution
Cough,5f20684f.wav,1,84695,Attribution
Computer_keyboard,5f383659.wav,0,215744,Creative Commons 0
Knock,5f63bbad.wav,0,144946,Creative Commons 0
Cough,5f934315.wav,1,323696,Creative Commons 0
Keys_jangling,5fc120cc.wav,0,347365,Creative Commons 0
Cough,5fc54ba5.wav,0,77157,Attribution
Knock,5fd95b59.wav,0,190024,Attribution
Laughter,5fed8602.wav,0,170623,Attribution
Laughter,600dc6d1.wav,0,172711,Creative Commons 0
Finger_snapping,6032d510.wav,1,342409,Creative Commons 0
Cough,604e28b1.wav,1,383783,Creative Commons 0
Finger_snapping,604f23cd.wav,0,346788,Attribution
Cough,60e178b0.wav,1,323694,Creative Commons 0
Finger_snapping,611c548e.wav,1,346798,Attribution
Knock,6123a18d.wav,0,193872,Creative Commons 0
Knock,61461f89.wav,1,241646,Attribution
Knock,6159836f.wav,0,148950,Creative Commons 0
Knock,61730894.wav,0,197979,Attribution
Laughter,6191b717.wav,0,50176,Creative Commons 0
Knock,61c168ff.wav,0,76813,Attribution
Computer_keyboard,61c7235b.wav,1,137,Attribution
Finger_snapping,61f83028.wav,1,235276,Creative Commons 0
Keys_jangling,622c09a0.wav,0,114188,Attribution
Laughter,626f8d25.wav,0,238819,Creative Commons 0
Computer_keyboard,62992353.wav,1,155568,Creative Commons 0
Finger_snapping,62a95b92.wav,1,361744,Creative Commons 0
Laughter,63309041.wav,1,65802,Attribution
Computer_keyboard,639573a0.wav,1,223101,Creative Commons 0
Keys_jangling,63b95f33.wav,0,85455,Attribution
Finger_snapping,641b0096.wav,0,176559,Attribution
Cough,644aaa95.wav,0,154434,Creative Commons 0
Laughter,64618683.wav,1,345519,Creative Commons 0
Finger_snapping,647aac41.wav,1,332603,Creative Commons 0
Laughter,649c7632.wav,0,265544,Attribution
Computer_keyboard,64a5a10a.wav,0,152956,Creative Commons 0
Laughter,64c34adb.wav,0,30280,Attribution
Cough,65b8dac7.wav,0,369905,Attribution
Knock,6657fa9a.wav,0,361116,Creative Commons 0
Computer_keyboard,66824303.wav,0,219370,Creative Commons 0
Cough,66bb1172.wav,0,143119,Creative Commons 0
Laughter,670a1d0b.wav,0,19165,Attribution
Laughter,674fed1f.wav,0,63811,Attribution
Keys_jangling,67e4e043.wav,0,367066,Creative Commons 0
Laughter,68a5d0d1.wav,0,36938,Creative Commons 0
Keys_jangling,68ca0f14.wav,1,30545,Creative Commons 0
Cough,69175165.wav,1,331068,Attribution
Finger_snapping,691c7f02.wav,1,346789,Attribution
Laughter,69243c5c.wav,1,178560,Creative Commons 0
Laughter,697f33c6.wav,0,209736,Attribution
Knock,69e3e709.wav,0,113129,Creative Commons 0
Knock,69fd8eac.wav,0,144949,Creative Commons 0
Laughter,6a0f3e43.wav,1,367493,Creative Commons 0
Laughter,6a1b4c44.wav,1,253528,Attribution
Keys_jangling,6a34c975.wav,0,156186,Creative Commons 0
Keys_jangling,6a63cd35.wav,0,9182,Attribution
Knock,6aa12aa0.wav,0,345474,Attribution
Keys_jangling,6aac58ab.wav,1,30544,Creative Commons 0
Laughter,6af97eab.wav,0,105419,Attribution
Knock,6affd3c0.wav,1,193829,Creative Commons 0
Computer_keyboard,6b33850f.wav,0,192069,Creative Commons 0
Cough,6bc128c5.wav,1,259513,Creative Commons 0
Cough,6bfef780.wav,0,151213,Creative Commons 0
Knock,6c505bc8.wav,0,193850,Creative Commons 0
Laughter,6c6ca429.wav,1,335581,Creative Commons 0
Knock,6cd42ef4.wav,1,83241,Creative Commons 0
Computer_keyboard,6cf01b03.wav,0,201739,Creative Commons 0
Knock,6d01bc2c.wav,1,154378,Creative Commons 0
Knock,6d52f8c1.wav,0,26781,Creative Commons 0
Cough,6d5abee4.wav,0,252231,Creative Commons 0
Keys_jangling,6d717c18.wav,1,51443,Creative Commons 0
Laughter,6d9e7052.wav,0,32284,Creative Commons 0
Cough,6ddfdcfd.wav,0,109638,Attribution
Laughter,6de58fec.wav,0,257923,Attribution
Laughter,6e028fd5.wav,0,146942,Attribution
Knock,6e78745c.wav,0,329515,Creative Commons 0
Laughter,6e7ff407.wav,0,9548,Attribution
Keys_jangling,6e863d5c.wav,1,188253,Creative Commons 0
Laughter,6e904024.wav,0,259625,Attribution
Laughter,6eebda32.wav,0,218172,Creative Commons 0
Cough,6efdf654.wav,0,180037,Attribution
Cough,6f3038f1.wav,0,41325,Attribution
Cough,6f37f0d4.wav,1,41387,Attribution
Knock,6f44f1b8.wav,0,211450,Creative Commons 0
Keys_jangling,6f96bccc.wav,0,213724,Creative Commons 0
Computer_keyboard,6fc9c9d5.wav,0,155910,Creative Commons 0
Finger_snapping,6fda26fc.wav,1,361748,Creative Commons 0
Computer_keyboard,6ff3911e.wav,0,152887,Creative Commons 0
Computer_keyboard,6ffb293d.wav,0,186147,Creative Commons 0
Knock,707761a4.wav,0,349305,Creative Commons 0
Laughter,708c28cd.wav,0,151223,Creative Commons 0
Computer_keyboard,7099edab.wav,0,345940,Creative Commons 0
Cough,70a563c3.wav,0,82717,Attribution
Knock,70a8869f.wav,1,265968,Attribution
